anios_esc,ingocup,hrsocup,clase2
5,0,0,4
0,0,0,0
16,0,40,1
9,17200,56,1
5,0,72,1
15,9000,45,1
0,0,0,0
0,0,0,0
6,0,48,1
6,6450,56,1
0,0,0,0
0,0,0,0
10,0,24,1
12,12900,46,1
9,10750,45,1
6,0,0,4
6,1720,8,1
9,0,0,4
9,0,56,1
0,0,0,0
17,9500,44,1
0,0,0,0
0,0,0,0
9,14000,0,1
16,12900,40,1
12,14000,36,1
13,0,0,3
17,0,0,4
9,1720,15,1
9,0,54,1
11,0,35,1
4,0,0,3
9,30100,70,1
5,0,0,4
16,0,42,1
7,0,0,4
9,0,0,2
6,8000,56,1
0,0,0,0
9,8600,45,1
10,6450,66,1
3,0,48,1
10,0,0,4
0,0,0,0
6,0,0,3
13,0,0,3
12,30000,45,1
5,0,0,4
9,0,46,1
6,34400,60,1
6,21500,60,1
0,0,0,0
7,15050,72,1
12,0,0,4
9,0,34,1
8,0,0,4
18,13000,40,1
9,12470,45,1
9,5160,50,1
8,2150,60,1
17,0,50,1
9,9030,80,1
0,0,0,0
0,0,0,0
6,0,0,4
0,0,0,0
12,0,0,4
0,0,0,0
16,0,36,1
5,0,56,1
16,0,49,1
16,25800,40,1
12,8170,48,1
6,10750,45,1
10,0,0,4
6,12900,25,1
9,0,0,4
9,0,45,1
0,0,0,0
2,12000,63,1
12,7740,48,1
2,6000,24,1
0,0,0,0
5,8600,40,1
16,30000,45,1
14,6450,40,1
0,0,0,0
12,14000,40,1
0,0,0,0
3,0,0,4
3,5160,50,1
10,7740,56,1
9,8600,39,1
8,0,0,4
0,0,0,4
9,21500,84,1
12,0,0,2
10,0,0,4
12,0,60,1
6,8600,48,1
9,0,0,1
12,0,42,1
0,0,0,0
16,14000,48,1
9,0,0,4
7,0,0,4
17,0,45,1
16,43000,48,1
0,0,0,0
9,4300,35,1
9,8000,40,1
11,2580,28,1
9,0,40,1
9,6000,84,1
17,16000,72,1
7,0,0,4
0,0,0,4
11,0,0,4
6,15050,40,1
17,17200,54,1
0,0,0,0
10,0,0,4
9,0,75,1
16,0,0,4
6,5160,52,1
7,0,0,4
9,6450,36,1
17,0,40,1
9,0,0,4
14,0,0,4
9,6450,46,1
8,5160,48,1
11,12900,56,1
7,0,0,4
18,20000,54,1
0,0,0,0
13,21500,54,1
12,7000,56,1
9,7740,45,1
0,0,0,0
9,7740,84,1
17,0,70,1
7,0,0,4
16,0,40,1
7,0,0,4
17,0,54,1
0,0,0,0
11,0,0,3
9,0,48,1
16,15000,29,1
0,0,0,0
6,0,0,3
12,0,60,1
10,4300,60,1
15,9460,36,1
0,0,0,0
12,7740,48,1
0,0,0,0
0,0,0,0
10,8144,48,1
6,0,30,1
12,10750,48,1
9,0,0,4
0,0,0,0
16,0,84,1
16,0,48,1
12,0,40,1
6,0,0,4
9,10750,54,1
16,10000,25,1
12,12000,0,1
6,9460,48,1
9,0,48,1
12,0,24,1
8,0,0,4
9,8600,48,1
17,0,48,1
3,0,0,4
13,11395,47,1
11,3870,30,1
9,3000,48,1
9,0,68,1
17,64500,38,1
7,4300,46,1
11,15400,45,1
16,1505,48,1
12,6450,60,1
17,11610,45,1
16,860,4,1
16,77400,0,1
9,0,0,4
4,0,56,1
0,0,0,0
16,11200,35,1
9,1720,16,1
9,2580,16,1
6,0,0,4
99,0,0,3
10,0,20,1
6,0,48,1
0,0,0,0
7,0,0,4
0,0,0,0
0,0,0,0
2,0,45,1
9,6020,70,1
10,0,0,3
12,12900,48,1
13,3010,16,1
12,0,50,1
17,21500,55,1
15,0,0,4
7,0,0,3
9,0,66,1
12,0,0,4
99,333,41,1
9,0,0,4
6,12900,50,1
12,0,48,1
9,18060,48,1
16,0,40,1
16,0,50,1
6,5590,45,1
0,0,0,0
17,15000,60,1
12,7740,40,1
0,0,0,0
9,8600,45,1
9,0,46,1
1,0,30,1
6,0,0,4
9,0,0,4
9,4000,70,1
17,13760,40,1
9,8170,47,1
8,0,21,1
16,15000,0,1
12,0,48,1
9,0,0,4
0,0,0,0
0,0,0,0
17,0,40,1
10,4730,40,1
12,0,60,1
0,0,0,0
9,0,44,1
7,10750,48,1
0,0,0,0
7,9460,48,1
13,0,0,4
14,5160,25,1
11,0,0,4
12,0,0,4
9,7600,60,1
9,17200,51,1
6,0,48,1
0,0,0,0
7,0,42,1
9,6450,45,1
6,0,0,3
9,21500,46,1
8,0,0,4
6,0,8,1
15,0,0,4
9,10750,48,1
17,0,60,1
9,0,0,4
6,0,0,4
17,0,0,4
9,0,30,1
12,10750,48,1
0,0,0,0
7,0,0,4
9,0,58,1
12,18000,84,1
14,0,0,4
9,0,0,4
0,0,0,0
12,0,48,1
6,0,0,4
0,0,0,0
9,7740,42,1
9,0,0,2
12,5160,54,1
9,0,72,1
9,8600,48,1
12,0,64,1
16,0,0,4
11,25800,96,1
0,0,0,0
1,2580,27,1
12,8000,48,1
11,1290,6,1
0,0,0,0
12,0,0,4
5,0,0,4
9,7740,48,1
4,0,30,1
1,0,0,4
0,0,0,0
2,0,0,4
12,8600,28,1
0,0,0,0
12,0,40,1
9,0,0,3
6,12900,60,1
12,5160,28,1
0,0,0,4
9,0,0,4
6,7740,76,1
10,0,12,1
6,8600,16,1
12,5160,49,1
0,0,0,0
0,0,0,0
9,0,0,4
6,0,21,1
6,10750,48,1
7,0,0,4
12,0,48,1
6,0,0,2
0,0,0,0
6,0,24,1
0,0,0,0
0,12943,55,1
0,0,0,0
0,0,0,0
6,6450,48,1
3,0,0,4
6,10750,66,1
0,0,0,0
6,8600,48,1
9,6000,45,1
0,0,0,0
12,0,47,1
21,10000,0,1
20,0,40,1
6,0,56,1
17,18000,50,1
6,0,0,4
8,5160,51,1
9,15050,70,1
0,0,0,0
5,0,0,4
0,0,0,0
0,9460,50,1
13,0,0,4
0,0,0,0
9,0,70,1
4,6450,60,1
0,0,0,0
11,0,0,4
0,0,0,0
9,10750,60,1
0,0,0,4
12,0,0,4
7,0,0,4
6,1720,62,1
10,0,0,4
0,0,0,0
9,0,60,1
0,0,0,0
0,6450,50,1
17,30000,0,1
9,10000,48,1
0,0,0,0
6,0,0,4
9,0,0,3
2,0,0,4
12,6000,56,1
9,0,48,1
17,24000,25,1
6,10750,48,1
9,5160,48,1
6,8600,30,1
7,0,30,1
9,0,60,1
16,0,20,1
7,0,0,4
6,0,4,1
9,12470,42,1
0,0,0,0
9,0,0,4
0,0,0,0
6,3870,46,1
12,8600,50,1
0,0,0,0
12,7740,42,1
13,0,40,1
0,0,0,0
17,0,34,1
7,0,0,4
9,6450,30,1
9,14000,36,1
17,18000,48,1
0,0,0,0
17,20000,45,1
17,17000,54,1
12,12900,51,1
12,0,0,4
0,0,0,0
17,0,0,4
0,0,0,0
6,0,0,4
0,0,0,0
16,15000,50,1
12,7740,36,1
12,0,0,2
16,0,0,1
10,12000,48,1
12,0,35,1
1,1720,12,1
17,9030,12,1
12,0,0,4
0,0,0,0
9,0,0,4
9,12900,36,1
0,0,0,0
12,0,0,3
12,0,50,1
5,9150,56,1
4,0,40,1
9,6450,57,1
17,0,57,1
15,0,0,4
6,3870,36,1
12,0,0,4
0,0,0,0
0,0,0,0
15,9800,48,1
0,0,0,0
12,0,0,4
16,0,0,4
17,0,40,1
18,0,40,1
0,0,0,0
12,10750,51,1
17,0,84,1
0,7740,50,1
7,0,0,4
10,0,0,4
12,8600,48,1
16,6223,40,1
15,0,0,4
0,0,0,0
9,6450,48,1
7,0,0,4
12,0,56,1
0,0,0,0
17,17000,40,1
9,10320,48,1
0,0,0,0
10,0,0,4
17,0,24,1
16,0,0,4
11,0,0,4
11,0,60,1
0,0,0,0
6,8600,56,1
0,0,0,0
8,0,0,4
5,0,0,4
16,10000,25,1
6,0,0,4
17,0,48,1
12,7310,54,1
0,0,0,0
11,0,0,4
0,0,0,0
15,0,30,1
0,0,0,0
0,0,0,0
12,0,21,1
12,9116,47,1
9,0,0,4
0,0,0,0
6,0,47,1
9,0,60,1
0,0,0,4
0,0,0,0
12,5160,46,1
17,12500,40,1
9,7740,84,1
9,14000,89,1
6,7740,56,1
9,0,84,1
3,0,0,4
14,0,30,1
0,0,0,0
0,0,0,0
6,0,0,4
9,3010,32,1
6,0,0,4
12,11180,0,1
5,0,0,4
0,0,54,1
0,3870,80,1
3,0,0,4
16,0,74,1
12,7740,45,1
6,0,0,4
9,0,20,1
9,0,0,4
9,14190,60,1
9,0,84,1
0,0,0,4
0,0,0,0
5,0,0,4
0,0,0,0
0,0,0,0
16,12000,0,1
0,0,0,0
7,0,0,4
0,0,0,0
12,8000,48,1
0,0,0,0
9,10320,72,1
12,12900,48,1
8,0,0,4
18,0,50,1
9,6000,63,1
17,34400,40,1
3,10750,48,1
3,3200,21,1
6,0,45,1
6,0,0,4
14,0,0,3
12,5160,30,1
9,8600,48,1
9,0,20,1
2,0,0,4
16,0,0,1
9,0,0,1
0,0,0,0
11,8600,54,1
0,0,0,0
3,6450,91,1
14,8600,51,1
6,0,0,4
10,0,0,4
3,3000,28,1
16,13760,55,1
0,0,0,0
8,7310,48,1
6,0,30,1
0,0,0,0
0,0,0,0
12,0,70,1
11,0,0,4
8,0,72,1
0,5160,56,1
2,0,0,4
0,0,0,0
16,0,0,2
6,0,0,4
12,0,60,1
9,8600,48,1
0,0,0,0
6,0,65,1
0,0,0,0
12,0,0,1
17,0,0,1
17,0,45,1
16,21500,45,1
11,12900,84,1
12,7740,42,1
6,6450,65,1
18,0,56,1
15,9890,40,1
9,7525,35,1
10,0,0,4
13,0,0,3
0,0,0,0
11,0,0,4
5,0,0,4
1,0,0,2
12,0,48,1
0,0,0,0
0,0,0,0
12,8000,66,1
6,0,0,4
0,0,0,0
0,0,0,0
16,0,0,4
12,0,70,1
17,8000,46,1
0,0,0,0
12,30960,60,1
13,0,0,4
6,1500,14,1
12,12900,72,1
7,0,0,4
15,0,0,4
17,12900,48,1
0,0,0,0
12,9890,57,1
12,0,0,2
9,0,48,1
0,0,0,0
11,0,0,4
13,12900,46,1
9,0,50,1
17,0,50,1
0,0,0,0
12,0,0,4
12,0,40,1
6,2917,30,1
0,0,0,0
12,12000,54,1
6,2580,10,1
12,13330,45,1
6,0,0,4
6,0,60,1
0,0,0,4
0,0,0,0
6,0,0,3
16,12470,40,1
9,9245,40,1
12,12900,54,1
9,0,54,1
12,12000,54,1
12,12900,30,1
18,0,48,1
9,0,0,4
6,0,0,4
9,12000,48,1
3,7740,46,1
17,0,0,2
12,0,40,1
12,0,40,1
12,0,0,3
16,12040,40,1
16,0,40,1
9,6450,48,1
0,0,0,0
6,344,8,1
12,8600,0,1
16,0,0,4
16,0,0,4
6,3440,8,1
9,12900,12,1
6,12040,48,1
0,0,0,0
12,2740,48,1
4,0,0,4
17,0,48,1
0,0,0,0
9,0,48,1
17,0,0,4
0,15480,36,1
0,0,0,0
11,0,0,4
0,0,0,0
9,12900,84,1
13,0,0,4
9,0,0,4
16,0,0,2
12,4800,92,1
0,0,0,0
12,0,54,1
6,9890,53,1
12,20000,57,1
9,0,0,4
0,0,0,0
9,6450,72,1
16,0,0,4
0,0,0,0
17,17000,49,1
14,0,0,4
0,0,0,0
17,0,48,1
0,6880,40,1
5,0,0,4
17,0,0,4
6,0,0,4
12,21500,72,1
12,0,54,1
9,6450,30,1
12,10000,0,1
6,0,51,1
0,0,0,0
0,0,0,0
6,0,0,4
3,6450,40,1
9,10750,56,1
0,0,0,0
9,6020,45,1
5,0,0,4
12,23220,36,1
12,12900,48,1
16,6600,48,1
0,0,0,0
12,5160,36,1
12,10750,47,1
0,0,0,0
14,0,0,4
8,0,0,4
8,8600,48,1
12,1720,16,1
0,9460,44,1
9,0,0,3
17,0,0,2
12,0,0,2
9,0,0,2
0,0,0,0
16,11000,98,1
16,40000,40,1
0,0,0,0
12,14600,56,1
0,0,0,0
1,0,30,1
12,8000,40,1
12,0,0,4
2,6880,40,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,1290,12,1
13,0,28,1
0,0,0,0
12,3800,60,1
12,21500,48,1
10,0,0,4
6,0,0,4
11,0,0,4
17,0,66,1
16,6000,20,1
12,8600,44,1
3,8600,40,1
0,0,0,0
12,7310,50,1
0,0,0,0
16,0,40,1
0,0,0,0
16,6666,36,1
0,0,0,0
17,5160,12,1
0,0,0,4
11,6880,48,1
17,0,0,1
6,0,16,1
11,0,0,4
16,0,0,4
17,17000,39,1
0,0,50,1
17,0,0,4
0,0,0,0
9,6450,40,1
17,9460,50,1
16,50000,60,1
8,0,0,4
12,0,0,1
12,8600,50,1
0,0,0,0
9,18060,60,1
0,0,0,0
12,9890,48,1
9,6450,48,1
8,0,20,1
0,0,0,0
6,4300,32,1
9,38700,49,1
0,0,0,0
10,0,0,4
7,0,0,4
12,0,0,4
0,0,0,0
12,0,56,1
0,0,0,0
12,0,0,4
7,0,48,1
9,8600,10,1
4,0,0,4
17,0,0,3
9,0,0,4
19,55900,60,1
9,0,0,2
15,0,40,1
2,0,0,4
0,0,0,0
17,7000,0,1
8,8600,42,1
12,0,0,4
9,8600,57,1
10,4300,15,1
12,2580,15,1
8,0,0,4
0,0,0,0
6,0,0,4
9,0,46,1
3,0,0,4
12,0,0,4
0,0,0,0
10,1720,12,1
11,0,48,1
6,0,0,3
9,20000,60,1
5,0,0,4
0,0,0,0
12,12470,56,1
10,0,0,4
0,0,77,1
12,0,0,2
9,0,54,1
10,0,0,4
0,0,0,0
12,5160,48,1
6,0,0,4
13,4300,48,1
6,0,0,3
2,0,48,1
7,0,72,1
2,0,30,1
9,8600,72,1
0,0,0,0
0,0,0,0
9,8600,54,1
12,0,46,1
9,6450,62,1
0,0,0,0
11,1720,14,1
6,12900,44,1
0,0,0,0
0,0,0,0
12,0,60,1
9,0,0,4
6,0,0,4
0,0,0,0
0,0,0,0
12,0,48,1
1,0,0,4
0,0,0,0
11,0,0,4
10,7740,35,1
18,0,30,1
16,30000,40,1
0,0,0,0
9,21500,56,1
9,1290,14,1
6,17200,48,1
6,8170,63,1
0,0,0,0
0,0,0,0
9,0,48,1
13,8600,40,1
9,0,40,1
9,5160,60,1
9,6880,96,1
0,0,0,0
9,0,0,4
0,0,0,4
9,8600,48,1
9,0,0,4
12,0,0,4
0,0,0,0
9,25800,60,1
6,0,48,1
0,0,0,0
3,0,0,4
12,0,0,1
9,0,55,1
6,0,0,4
16,0,0,4
0,0,0,0
0,0,0,0
6,0,0,4
0,0,0,0
9,0,0,1
12,8600,24,1
16,0,50,1
6,0,0,4
0,0,0,0
17,6223,48,1
12,7740,40,1
11,12040,24,1
0,0,0,0
10,0,0,4
0,6450,60,1
16,17200,72,1
0,0,0,0
12,12900,36,1
0,0,0,0
12,9460,68,1
17,0,40,1
11,0,16,1
16,6450,40,1
6,0,25,1
16,16000,46,1
8,5400,56,1
13,6020,48,1
16,0,60,1
9,5590,39,1
0,0,0,0
17,6000,10,1
9,0,40,1
13,0,0,4
0,0,0,0
10,9500,45,1
6,860,10,1
12,0,0,1
9,0,0,4
0,0,0,0
16,7740,36,1
0,0,0,0
17,34000,32,1
0,0,0,0
10,0,0,4
7,0,0,4
9,5160,48,1
12,6235,56,1
16,0,25,1
8,3000,62,1
6,0,0,4
17,7740,40,1
17,0,30,1
12,8600,60,1
9,9460,48,1
16,0,60,1
9,17200,56,1
9,8600,60,1
12,0,36,1
9,0,0,3
16,0,0,1
10,0,84,1
17,0,0,4
6,0,16,1
6,0,0,4
9,0,0,4
12,15050,54,1
0,0,0,0
17,11000,25,1
16,7740,40,1
16,21500,47,1
6,0,0,4
9,0,60,1
16,0,54,1
0,0,0,0
6,0,70,1
0,0,0,0
0,0,0,0
6,5160,52,1
0,0,0,0
9,16340,42,1
9,3010,42,1
13,0,15,1
9,0,0,3
16,0,18,1
3,0,0,4
0,0,0,0
0,0,0,0
0,10750,48,1
4,0,0,4
0,0,0,0
9,6000,84,1
9,4300,40,1
12,8600,48,1
0,5160,16,1
6,12040,46,1
6,0,0,4
9,12470,48,1
12,9000,48,1
3,10750,45,1
12,0,38,1
9,8600,66,1
12,6000,48,1
0,0,0,0
16,0,0,4
16,10750,72,1
5,0,0,4
13,0,0,4
14,8000,48,1
3,0,0,4
6,0,0,4
15,25800,72,1
17,0,48,1
17,0,45,1
9,10750,48,1
0,0,0,4
9,4300,40,1
4,0,0,4
0,0,0,0
6,2150,45,1
17,21500,78,1
14,8600,33,1
0,0,0,0
16,0,40,1
16,14400,40,1
9,2150,24,1
0,0,0,0
12,0,0,1
13,10000,40,1
17,0,48,1
0,0,0,0
14,0,0,4
17,25800,40,1
17,0,16,1
16,0,12,1
0,0,0,0
12,0,0,4
6,8600,32,1
19,16000,40,1
11,0,48,1
5,6450,48,1
9,0,0,4
0,0,0,0
16,9116,0,1
0,0,0,0
16,0,0,4
0,0,0,0
9,7740,48,1
5,0,0,4
0,0,0,0
12,6450,45,1
12,0,46,1
6,0,24,1
9,0,54,1
12,10750,56,1
2,0,0,3
1,5000,11,1
9,0,0,4
0,0,0,0
13,5160,9,1
0,0,0,0
9,0,45,1
9,9030,48,1
1,6450,54,1
12,0,40,1
6,10320,75,1
12,12900,48,1
11,0,0,4
16,10000,40,1
9,0,0,4
9,9890,44,1
3,7525,87,1
9,0,0,4
7,0,0,4
17,12000,40,1
0,0,0,0
8,6450,54,1
9,9890,40,1
5,0,0,4
17,10750,40,1
9,0,84,1
0,0,0,0
0,0,0,0
6,4300,48,1
20,0,60,1
16,0,40,1
17,0,40,1
6,0,0,4
99,0,0,4
11,10320,40,1
9,0,60,1
0,6000,77,1
12,0,0,2
12,7740,55,1
15,0,36,1
0,0,0,0
17,20000,44,1
18,4000,5,1
16,7000,56,1
8,0,0,4
6,0,0,4
2,0,0,4
8,9030,45,1
12,12470,40,1
16,18000,70,1
17,25000,48,1
6,7740,60,1
12,0,50,1
12,0,0,2
8,0,0,4
17,0,40,1
9,8600,98,1
17,14000,50,1
12,0,20,1
6,5160,72,1
9,0,60,1
0,0,0,0
6,8600,44,1
12,0,60,1
7,0,0,4
0,0,0,0
0,0,0,0
6,0,0,4
8,0,0,3
11,0,0,4
12,15000,48,1
15,0,0,4
8,0,0,4
9,5160,54,1
9,0,48,1
0,0,0,3
6,5160,56,1
8,7600,40,1
0,0,0,0
9,15050,48,1
17,0,0,4
9,0,0,4
0,3870,30,1
12,0,40,1
0,0,0,0
16,4167,70,1
15,0,0,2
11,0,0,2
6,0,0,4
8,0,0,4
13,0,46,1
17,0,70,1
9,10750,72,1
2,0,0,4
0,0,0,0
17,6450,42,1
12,0,0,4
9,0,0,4
10,8600,68,1
15,12900,8,1
8,3225,20,1
7,0,0,4
17,0,70,1
0,0,0,0
14,12000,50,1
9,10750,60,1
0,0,0,0
9,0,57,1
6,0,0,3
7,0,0,4
12,0,42,1
6,0,0,4
8,0,0,4
0,0,0,0
9,7740,48,1
17,0,0,2
0,0,0,0
3,0,48,1
12,10750,60,1
7,0,0,4
0,0,0,0
0,0,0,0
17,0,40,1
6,0,0,3
6,0,0,4
0,0,0,0
11,12900,48,1
2,8600,48,1
11,0,60,1
9,0,0,3
9,12900,72,1
7,0,8,1
0,0,0,0
6,0,0,4
8,6450,56,1
12,6020,60,1
1,0,0,4
9,5160,30,1
0,0,0,0
9,6450,45,1
6,0,48,1
11,0,0,4
4,3870,48,1
9,0,0,1
17,17200,46,1
15,8600,48,1
6,0,0,4
12,0,0,4
12,9030,67,1
4,0,0,4
0,0,0,0
5,0,0,4
99,6000,48,1
12,0,48,1
0,0,0,0
12,12000,72,1
13,0,0,4
9,12900,56,1
9,10750,48,1
6,6450,38,1
6,8170,45,1
0,0,0,0
18,0,0,4
0,0,0,4
13,0,0,4
0,0,0,0
14,12000,48,1
0,0,0,0
0,0,0,0
4,0,54,1
9,6880,46,1
10,5160,66,1
0,0,0,0
9,8600,70,1
10,0,0,4
16,7748,48,1
17,0,40,1
9,5590,40,1
0,0,0,0
16,0,40,1
18,0,0,4
2,0,0,4
12,10000,30,1
10,5590,48,1
9,8600,66,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,0,49,1
6,0,0,4
0,0,0,0
0,0,0,0
15,0,0,4
6,8600,49,1
0,0,0,0
16,18060,40,1
11,0,0,2
0,0,0,0
12,7740,48,1
9,8600,48,1
5,0,0,4
12,10750,48,1
12,7740,0,1
0,0,0,0
12,0,45,1
6,0,0,4
11,0,63,1
0,0,0,4
9,0,48,1
16,5160,49,1
0,0,0,0
0,0,0,0
12,215000,103,1
6,0,0,4
10,0,0,3
11,3440,32,1
17,40000,84,1
17,21500,50,1
9,10277,42,1
7,0,0,4
9,6450,48,1
7,0,0,4
9,0,48,1
16,20000,48,1
9,0,0,1
10,0,0,4
16,0,6,1
4,0,0,4
15,6000,50,1
17,12000,40,1
0,0,0,0
18,0,0,4
9,0,57,1
9,0,0,1
9,6020,55,1
3,1750,35,1
8,12900,60,1
16,0,0,4
18,0,40,1
7,0,0,4
9,0,45,1
16,0,66,1
12,0,42,1
9,0,36,1
6,12000,56,1
12,0,0,4
7,0,0,4
9,12900,48,1
12,6450,15,1
14,0,50,1
14,0,60,1
0,0,0,0
12,0,56,1
5,0,0,3
9,10000,48,1
0,0,0,0
9,14190,56,1
0,0,0,0
11,0,48,1
11,0,0,2
11,14900,48,1
12,0,0,1
14,0,48,1
17,9460,48,1
3,0,0,4
7,0,0,4
9,10750,36,1
9,0,42,1
12,30000,45,1
7,0,0,4
6,500,4,1
0,0,0,0
6,0,0,4
12,4000,42,1
9,12900,48,1
8,0,0,4
0,0,0,0
10,0,0,4
12,12900,44,1
8,6450,56,1
6,3440,8,1
0,0,0,4
0,0,0,0
0,0,0,0
7,0,0,3
7,0,0,4
0,0,0,0
6,8000,60,1
16,0,56,1
3,0,0,4
9,0,0,4
16,24000,35,1
12,8600,49,1
4,0,0,3
0,0,0,0
9,0,0,4
12,0,0,1
9,0,28,1
0,0,0,0
0,0,0,0
0,0,0,0
9,10000,40,1
12,8600,68,1
17,17200,30,1
9,8600,45,1
15,13760,51,1
6,0,36,1
0,0,0,0
14,7740,18,1
15,7310,48,1
9,0,45,1
12,0,0,4
8,0,0,3
0,0,0,0
12,10320,48,1
6,0,0,1
6,0,0,2
11,0,0,4
6,21500,40,1
0,0,0,0
0,0,0,0
16,0,0,4
0,0,0,0
17,0,72,1
9,0,0,4
12,0,48,1
9,0,0,4
12,7310,48,1
16,10400,48,1
12,16000,0,1
2,0,0,4
17,0,40,1
7,0,0,4
15,4300,48,1
9,9460,40,1
18,14000,24,1
12,0,51,1
0,0,0,0
8,17200,56,1
9,0,0,4
12,0,0,4
14,0,30,1
9,12900,50,1
16,13000,46,1
9,2580,36,1
5,0,0,3
9,0,0,4
17,25800,44,1
12,0,0,4
13,5500,25,1
9,0,0,4
0,0,0,0
17,0,50,1
12,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
7,0,0,4
0,0,0,0
0,0,0,0
12,0,54,1
12,0,0,2
10,8600,41,1
9,0,0,4
0,0,0,0
0,0,0,0
17,0,0,4
0,0,0,0
0,0,0,4
4,0,0,4
7,0,0,4
15,0,0,3
9,2200,45,1
16,10000,40,1
1,6880,48,1
17,0,36,1
0,0,0,0
0,0,0,0
17,3000,21,1
12,0,45,1
0,0,0,0
17,22000,54,1
17,0,66,1
12,500,7,1
11,0,0,4
9,8600,40,1
12,0,0,2
16,0,40,1
0,0,0,0
9,8000,48,1
0,0,0,0
8,1720,2,1
9,8000,30,1
12,0,40,1
8,6450,54,1
12,6400,40,1
6,7740,60,1
6,3800,72,1
9,3440,48,1
5,0,0,4
12,8000,48,1
6,0,0,3
12,0,66,1
17,0,45,1
16,10000,40,1
0,1290,10,1
12,0,72,1
0,0,0,0
6,0,55,1
12,0,0,1
12,0,84,1
9,6880,48,1
17,20000,48,1
9,0,0,2
9,0,0,1
0,0,0,4
9,0,0,4
6,0,0,4
9,0,60,1
9,7740,51,1
0,0,0,0
9,0,55,1
6,0,0,4
3,0,48,1
9,10000,60,1
6,0,14,1
7,0,0,4
0,0,0,0
12,0,0,2
8,1075,6,1
1,0,0,4
6,0,0,4
9,7740,45,1
6,0,0,4
11,0,0,3
0,0,0,0
3,0,0,3
11,8600,40,1
0,0,0,0
0,0,0,0
9,12900,48,1
0,0,0,0
14,0,48,1
9,8600,48,1
3,12900,30,1
0,0,0,0
17,14000,48,1
9,7310,50,1
10,0,0,4
0,0,0,0
17,0,36,1
9,0,0,2
11,0,0,4
6,0,0,4
9,0,0,4
16,6450,48,1
12,0,36,1
9,8600,45,1
5,0,0,4
6,8600,60,1
11,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
3,0,48,1
17,30000,45,1
6,0,0,4
2,0,0,4
5,7740,48,1
0,0,0,4
12,8170,56,1
13,0,0,4
12,12000,42,1
17,50000,35,1
0,0,0,0
10,0,0,4
16,13000,50,1
0,0,0,0
11,5160,55,1
17,32000,63,1
0,0,0,0
5,0,0,4
1,3010,45,1
0,0,0,0
9,0,46,1
12,21500,8,1
4,12900,48,1
16,8000,40,1
9,10320,45,1
9,12900,45,1
0,0,0,0
12,0,0,4
6,6450,48,1
10,0,0,4
6,0,57,1
0,0,0,0
3,0,0,4
0,0,0,0
9,4902,60,1
0,0,0,0
17,0,24,1
17,0,25,1
12,6450,57,1
12,8600,75,1
8,0,0,4
9,0,0,4
6,0,18,1
9,12900,57,1
9,0,48,1
5,0,0,4
0,0,0,0
12,0,0,4
9,0,0,4
3,0,0,4
16,15050,70,1
11,11180,40,1
0,0,0,0
5,0,0,4
10,9000,60,1
16,0,45,1
9,0,45,1
18,0,44,1
0,0,0,0
17,12900,54,1
11,0,10,1
11,0,0,4
6,7740,56,1
12,8600,55,1
0,0,0,4
5,0,0,4
17,12900,56,1
9,7740,46,1
8,5590,64,1
9,0,50,1
9,15050,46,1
6,7310,46,1
0,0,0,0
17,0,45,1
0,0,0,0
9,0,0,4
6,8000,55,1
9,10320,50,1
9,25800,63,1
9,6450,50,1
16,8600,60,1
6,0,0,4
7,0,0,4
16,17200,54,1
7,8000,48,1
0,0,0,0
14,51600,30,1
0,0,0,0
9,6450,51,1
0,0,0,0
6,0,0,4
12,8600,60,1
4,0,0,4
9,0,0,1
12,0,50,1
10,3440,20,1
9,0,30,1
12,9400,48,1
16,0,30,1
16,14000,40,1
12,14190,50,1
12,0,0,4
11,0,0,4
5,0,0,4
0,0,0,0
19,0,40,1
6,0,0,4
0,0,0,0
9,0,0,4
0,0,0,0
6,8600,56,1
9,13760,60,1
9,0,0,4
12,4300,12,1
6,0,42,1
16,0,48,1
2,0,72,1
2,8600,34,1
9,11180,56,1
16,0,48,1
5,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
12,2500,70,1
18,0,25,1
0,0,0,0
12,0,0,3
12,0,0,4
0,0,0,0
0,0,0,0
12,10750,50,1
17,14000,30,1
12,8600,60,1
9,19350,0,1
0,0,0,0
8,0,0,4
8,0,0,1
3,0,0,4
11,0,0,4
12,8600,35,1
17,0,48,1
16,0,0,4
0,7740,42,1
17,10750,30,1
9,7000,48,1
10,0,0,4
10,6450,42,1
17,0,40,1
12,0,8,1
6,0,0,4
0,0,0,4
16,0,0,1
0,0,0,0
15,0,0,4
0,15050,45,1
9,8600,0,1
13,0,0,4
0,0,0,0
14,0,0,2
12,0,46,1
11,0,0,4
0,0,0,4
9,0,55,1
9,0,61,1
9,0,84,1
0,0,0,0
12,0,0,4
9,0,60,1
14,21500,56,1
7,7000,59,1
16,0,35,1
9,12900,48,1
0,0,0,0
0,0,0,4
0,0,0,0
19,60000,40,1
13,0,0,4
17,25800,48,1
3,14000,48,1
0,0,0,0
17,15050,68,1
6,1500,57,1
9,9030,40,1
0,0,0,0
0,0,0,0
6,3440,42,1
