anios_esc,ingocup,hrsocup,clase2
11,0,0,4
0,0,0,0
0,2150,0,1
16,0,0,4
6,0,8,1
0,0,0,0
7,0,0,3
0,0,0,0
12,7200,48,1
11,0,30,1
0,0,48,1
6,0,0,4
6,0,0,3
0,0,0,0
7,0,54,1
9,0,0,4
9,0,0,4
12,0,0,4
2,4000,60,1
12,0,0,4
11,0,0,4
9,0,0,4
0,0,0,0
6,0,0,4
6,1290,18,1
9,0,0,3
17,0,45,1
0,0,0,0
0,0,0,0
15,7740,30,1
6,0,0,4
0,0,0,4
3,0,0,2
7,0,0,4
12,3870,36,1
15,13000,48,1
12,0,0,4
5,0,0,3
0,0,0,0
12,0,0,4
3,0,0,4
16,2500,14,1
17,6000,14,1
9,0,0,4
6,1892,18,1
13,0,0,4
0,0,0,0
16,0,0,1
3,0,0,4
8,0,0,4
16,7000,24,1
6,0,0,4
9,0,0,4
9,0,0,4
9,0,0,4
9,7310,40,1
0,0,0,0
2,0,0,4
6,0,0,4
9,0,7,1
12,0,72,1
16,0,0,3
10,0,0,4
6,0,0,4
6,0,0,4
12,0,0,4
9,0,0,4
12,0,18,1
12,0,0,4
9,5160,18,1
0,0,0,0
0,0,0,0
9,0,0,4
0,0,0,0
6,0,0,4
3,5160,50,1
16,16000,32,1
4,1290,28,1
6,0,24,1
13,0,0,4
9,20210,80,1
14,2000,14,1
9,7095,40,1
6,0,0,4
19,15050,46,1
8,0,0,3
0,0,0,0
9,3000,56,1
17,12000,40,1
12,10320,12,1
16,0,50,1
9,3000,38,1
0,0,0,0
0,0,0,0
0,0,0,0
9,0,40,1
18,18000,35,1
15,0,0,4
17,0,0,4
12,0,0,4
9,0,0,4
17,5000,40,1
17,8000,45,1
17,0,35,1
15,0,0,4
9,6450,40,1
0,0,0,0
7,0,0,4
9,0,0,3
9,0,6,1
10,2580,48,1
0,0,0,0
17,0,0,4
5,0,0,4
9,0,0,4
11,7740,40,1
8,0,0,4
0,0,0,4
0,0,0,0
0,0,0,4
13,0,0,4
12,0,0,4
0,0,0,0
6,1935,30,1
12,0,0,4
11,5000,30,1
0,0,0,0
6,1075,28,1
0,0,0,0
6,0,0,4
0,0,0,0
9,0,0,4
11,6000,18,1
2,0,0,4
9,150,15,1
9,0,40,1
17,0,0,4
0,0,0,0
13,4300,50,1
9,8000,45,1
9,0,0,4
0,0,0,0
6,0,0,3
4,860,12,1
9,0,0,4
15,0,0,4
12,0,0,3
11,0,36,1
6,0,0,4
16,0,0,4
9,4300,45,1
6,0,0,3
17,0,0,4
6,10750,48,1
5,0,16,1
11,0,0,4
14,0,0,4
9,8600,30,1
0,0,0,4
9,3870,32,1
9,0,48,1
17,25000,40,1
12,2150,50,1
12,0,0,4
0,0,0,0
0,0,0,0
11,6450,54,1
14,0,0,3
12,0,0,4
16,0,0,4
0,0,0,0
6,2580,15,1
10,0,0,4
7,0,0,4
2,1720,16,1
13,0,0,4
0,0,0,0
9,0,0,4
0,0,0,0
5,0,0,4
16,15000,20,1
6,0,60,1
12,4300,56,1
7,0,0,3
17,11800,40,1
6,0,0,4
9,9000,56,1
0,0,0,0
12,5200,48,1
9,10750,40,1
11,8000,56,1
0,0,0,0
0,0,0,0
9,5160,84,1
0,0,0,0
12,0,2,1
11,3440,45,1
9,0,0,4
7,0,0,4
12,0,40,1
7,0,0,4
0,0,0,0
0,0,0,0
6,0,0,4
0,0,0,0
0,0,0,0
11,0,0,4
12,5160,25,1
9,0,0,4
3,4300,40,1
14,0,42,1
0,0,0,0
16,0,0,4
12,0,0,4
17,0,45,1
0,0,0,0
6,0,0,4
9,0,0,3
17,0,48,1
0,0,0,0
12,0,40,1
0,0,0,0
0,0,0,0
12,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
17,4300,20,1
8,0,0,4
6,0,40,1
12,0,0,4
5,0,0,3
9,8000,48,1
17,0,40,1
0,0,0,3
12,0,60,1
0,0,0,0
17,15000,40,1
12,5000,42,1
9,0,0,4
12,8600,48,1
14,12600,45,1
9,0,0,4
17,0,0,2
12,0,0,2
9,0,0,4
9,0,60,1
6,11610,45,1
9,7095,0,1
0,0,0,4
6,8600,45,1
16,9000,54,1
13,0,0,4
0,0,0,0
16,21500,45,1
0,0,0,4
16,8600,48,1
9,0,4,1
0,0,0,0
9,0,66,1
6,0,0,4
6,5590,41,1
12,0,0,4
9,0,0,4
12,0,0,4
10,0,0,4
12,0,0,4
17,20000,40,1
1,3870,24,1
9,0,0,4
9,0,0,4
12,0,45,1
0,0,0,0
17,0,40,1
9,8170,48,1
0,0,0,0
0,0,0,0
12,10400,37,1
9,4730,36,1
4,0,56,1
7,0,0,4
0,0,0,0
9,0,0,3
6,0,0,4
0,0,0,0
0,0,0,0
8,0,0,4
0,0,0,0
9,0,0,4
9,0,0,3
6,0,0,4
0,0,0,4
0,0,0,0
5,0,0,4
11,0,0,4
17,0,0,4
16,0,0,4
6,0,0,3
17,16000,40,1
0,0,0,0
8,0,0,4
0,0,0,0
10,0,0,4
6,0,0,4
3,0,0,4
9,0,30,1
9,0,0,3
0,0,0,0
6,5590,48,1
12,0,54,1
0,0,0,0
5,0,0,4
12,14000,48,1
0,0,0,0
9,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
16,24000,40,1
12,0,0,4
9,0,0,4
9,10000,84,1
6,0,0,4
0,0,0,3
9,0,0,4
0,0,0,0
16,15600,40,1
10,0,0,3
16,0,0,4
9,0,0,4
11,0,60,1
0,0,0,0
8,7740,40,1
0,0,0,0
6,1720,12,1
99,0,44,1
12,5000,3,1
9,6450,48,1
12,344,0,1
17,0,46,1
9,0,0,4
0,1935,24,1
9,0,0,4
0,0,0,0
8,0,0,4
9,0,48,1
9,11180,47,1
16,0,0,4
6,0,0,4
12,5800,20,1
5,0,0,4
17,0,0,4
8,0,0,4
9,5160,15,1
15,8000,45,1
5,0,0,4
12,0,0,4
12,0,0,4
0,0,0,0
0,0,0,0
0,3655,54,1
5,5160,16,1
12,0,48,1
12,1290,4,1
9,3225,18,1
13,0,30,1
13,0,0,3
17,0,0,3
17,0,0,4
12,15000,30,1
0,0,0,0
16,0,0,4
6,0,0,4
6,0,0,3
6,8600,30,1
6,3870,21,1
2,0,0,4
9,8488,48,1
6,0,0,4
17,0,0,3
6,0,0,4
0,0,0,4
9,4300,60,1
3,0,0,4
2,0,0,4
0,4300,8,1
14,0,0,4
0,0,0,0
2,0,0,4
0,0,0,0
9,0,0,4
12,0,0,4
6,1935,12,1
17,0,0,4
0,0,0,0
9,0,0,4
13,0,0,4
9,0,0,4
15,0,48,1
0,0,0,0
0,0,0,0
9,0,0,4
16,0,0,4
0,0,0,0
0,0,0,4
18,0,40,1
12,0,0,4
0,0,0,0
6,1290,10,1
9,0,0,2
16,0,0,4
0,0,0,0
9,15000,68,1
9,0,0,4
0,0,0,4
12,10320,48,1
11,0,0,4
0,0,0,4
0,0,0,0
9,0,48,1
6,0,0,4
12,0,0,4
9,0,0,3
9,3956,32,1
8,0,0,4
8,0,0,4
16,0,40,1
2,0,0,4
9,6880,50,1
8,0,0,4
9,0,0,3
9,0,0,4
12,6000,40,1
10,0,0,4
12,7000,35,1
12,0,0,4
9,0,0,4
6,0,0,4
0,0,0,0
16,0,0,4
12,0,0,4
13,0,0,4
0,0,0,0
9,0,0,4
0,0,0,0
6,1505,8,1
0,0,0,0
16,6000,50,1
0,0,0,0
0,0,0,0
9,0,0,4
0,0,0,0
6,0,0,4
12,30000,18,1
9,0,0,4
0,0,0,0
9,0,0,4
14,0,0,4
16,0,0,1
8,0,0,4
9,3612,18,1
15,0,18,1
0,0,0,0
9,0,0,4
7,0,0,4
6,0,35,1
0,0,0,0
0,0,0,0
9,860,15,1
16,0,0,4
16,11450,40,1
10,0,0,4
9,5590,54,1
17,0,0,4
11,1075,36,1
10,0,0,3
9,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
11,2150,15,1
0,0,0,0
6,0,0,4
8,0,0,4
0,0,0,4
17,8000,20,1
12,6450,25,1
0,0,0,0
9,0,0,4
12,0,48,1
0,0,0,4
0,0,0,0
6,4515,9,1
9,3870,36,1
13,0,0,4
0,0,0,0
0,0,0,0
6,2060,70,1
17,4000,6,1
9,2150,6,1
12,17200,40,1
5,0,0,4
9,0,0,4
9,2580,8,1
9,1290,48,1
0,0,0,0
9,0,0,4
12,0,0,4
12,6880,40,1
9,7740,48,1
17,21200,30,1
6,1720,5,1
12,0,38,1
6,0,0,4
0,0,0,0
19,8000,25,1
16,9000,45,1
16,0,40,1
15,0,0,4
0,0,0,0
9,0,0,4
18,0,0,4
0,0,0,3
12,0,0,4
0,0,0,0
0,0,0,0
6,0,0,4
12,0,0,3
9,8340,48,1
8,4000,16,1
1,0,0,4
0,0,0,0
9,0,0,4
12,0,0,4
12,6020,48,1
5,0,0,4
9,0,48,1
0,0,0,0
3,0,48,1
0,0,0,0
2,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,0,0,4
12,5160,48,1
0,0,0,3
9,0,0,4
12,6000,47,1
5,8600,72,1
10,0,0,4
6,7740,48,1
9,6450,45,1
4,0,42,1
0,0,0,0
10,0,0,4
0,0,0,0
12,0,40,1
9,0,0,2
9,12900,41,1
16,21500,30,1
9,9600,14,1
3,0,0,4
3,8000,14,1
9,6450,0,1
6,12900,28,1
0,0,0,0
9,0,0,4
16,0,0,1
6,0,0,4
6,0,0,4
12,0,0,4
7,0,0,4
12,0,60,1
9,0,0,4
0,0,0,4
9,1720,12,1
6,0,0,4
0,0,0,0
12,6450,42,1
0,0,0,0
14,0,0,4
12,0,0,4
6,0,0,4
12,0,0,4
8,8600,48,1
0,0,0,0
8,2580,30,1
9,4300,60,1
17,18000,48,1
0,0,0,0
0,0,0,0
6,8600,40,1
12,0,0,4
17,14000,40,1
0,0,0,3
9,0,48,1
16,6450,40,1
15,18490,45,1
0,0,0,4
16,0,60,1
13,0,0,4
2,0,0,4
3,860,3,1
10,0,0,4
6,0,0,4
12,6000,42,1
0,0,0,0
12,1000,20,1
10,0,0,4
12,0,0,4
9,0,0,4
9,0,0,4
17,0,40,1
0,0,0,0
10,0,0,4
17,4000,36,1
9,0,0,4
12,10000,35,1
1,0,40,1
6,0,0,4
12,0,0,4
0,0,0,0
6,645,21,1
8,0,0,4
12,0,0,3
17,0,0,4
0,0,0,4
12,0,0,2
12,0,0,2
17,11180,40,1
6,0,16,1
16,0,0,4
0,0,0,3
12,0,0,4
9,0,0,2
12,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
17,0,0,4
8,0,0,4
11,0,0,4
9,0,0,4
9,0,0,4
9,0,0,4
9,0,0,4
9,0,0,4
0,0,0,0
16,0,0,1
0,0,0,0
12,0,0,4
17,0,60,1
0,0,0,0
12,0,0,3
15,0,0,4
12,0,0,3
16,1000,40,1
0,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
12,0,40,1
0,0,0,0
0,500,8,1
12,0,0,3
9,0,0,4
7,0,0,4
9,10450,60,1
9,0,0,4
9,0,0,4
6,0,0,4
8,0,0,4
6,3870,42,1
0,0,0,4
12,0,0,4
9,0,0,4
8,860,3,1
7,0,0,3
0,0,0,4
0,0,0,0
12,0,0,4
0,0,0,0
12,0,24,1
6,0,0,4
16,8000,54,1
17,0,0,4
0,0,0,0
9,0,0,2
0,0,0,0
6,0,0,4
14,23500,50,1
9,0,14,1
17,14000,40,1
0,0,0,0
12,0,0,4
9,0,0,4
12,0,0,4
7,0,0,4
6,0,0,4
9,0,0,4
12,5160,63,1
17,0,0,4
17,9780,40,1
0,0,0,0
0,0,0,0
16,0,56,1
6,0,0,4
6,0,0,4
6,0,0,3
16,9000,60,1
9,0,0,4
16,0,0,4
17,0,0,4
6,0,0,4
0,0,0,0
9,3000,84,1
0,0,0,0
0,0,0,0
3,0,0,4
0,0,0,0
11,7740,34,1
10,7450,0,1
9,0,0,4
6,0,42,1
17,0,30,1
9,5160,24,1
17,11310,45,1
16,0,40,1
0,0,0,4
0,0,0,0
9,0,0,4
14,0,14,1
12,0,0,4
6,0,0,4
0,0,0,0
0,0,0,0
9,0,0,4
9,0,0,4
17,0,15,1
12,0,66,1
17,6020,48,1
0,0,0,0
14,0,0,4
6,0,0,4
17,0,0,2
6,0,0,4
9,7740,51,1
12,4300,8,1
0,0,0,0
6,0,0,4
16,13600,48,1
9,0,0,3
12,0,49,1
12,6450,15,1
12,4300,36,1
6,0,0,4
17,16000,40,1
0,0,0,0
6,0,0,3
0,0,0,0
6,0,0,4
9,645,7,1
11,0,0,4
6,0,0,4
0,0,0,0
9,860,5,1
12,0,0,4
12,0,0,4
6,0,0,4
12,6450,48,1
6,0,54,1
0,0,0,0
6,0,0,4
0,0,0,0
9,0,0,4
9,0,0,4
12,0,0,4
9,0,0,4
12,6000,46,1
0,0,0,0
0,0,0,0
9,6020,42,1
9,1720,6,1
16,0,40,1
17,0,48,1
9,0,0,4
7,0,0,4
0,0,0,0
8,0,0,4
9,0,0,4
9,0,0,4
12,5000,45,1
9,0,0,4
13,0,0,4
6,0,0,4
17,1200,2,1
2,0,0,4
12,10000,48,1
2,0,0,4
5,2580,18,1
0,0,0,0
6,0,0,4
17,6450,0,1
0,0,0,0
12,8600,70,1
0,0,0,0
9,0,0,4
14,0,0,4
9,0,47,1
0,0,0,3
9,18000,71,1
12,0,40,1
16,0,40,1
7,0,0,4
9,5160,16,1
12,0,0,4
12,6450,40,1
11,0,0,4
9,6450,48,1
4,0,0,4
17,3440,10,1
12,8600,48,1
12,0,35,1
0,0,0,0
12,0,48,1
9,0,0,4
0,0,0,0
17,4300,25,1
4,5160,31,1
8,0,0,4
0,0,0,0
9,6450,42,1
15,0,0,4
12,4300,36,1
13,0,0,4
7,0,0,4
5,0,0,4
9,8000,48,1
6,0,0,4
9,0,24,1
12,0,0,3
0,0,0,0
9,3870,48,1
9,0,54,1
4,0,0,4
15,9030,46,1
6,0,0,4
16,10320,48,1
3,0,0,4
9,0,0,2
8,0,0,4
4,0,0,4
0,0,0,0
12,0,0,4
9,9000,48,1
12,0,40,1
0,0,0,0
13,0,0,4
12,0,0,1
9,0,0,4
12,7310,42,1
6,0,0,4
16,9000,0,1
8,0,0,3
0,0,0,0
9,0,0,4
0,0,0,0
2,0,0,3
0,0,0,0
6,0,0,4
0,0,0,0
11,3225,20,1
12,7525,70,1
0,0,0,0
0,0,0,0
12,8600,45,1
12,0,0,3
12,0,0,4
12,6450,40,1
0,0,0,0
3,0,0,4
0,0,0,0
6,0,60,1
12,0,0,4
11,0,0,3
16,0,0,1
0,0,0,0
0,0,0,0
11,0,48,1
12,6450,48,1
8,0,0,4
16,0,45,1
17,16000,38,1
17,0,0,4
1,0,0,4
9,0,0,4
12,1500,12,1
12,0,0,4
10,0,0,4
0,0,0,0
0,0,0,0
12,0,0,4
6,0,0,4
11,0,0,4
9,0,0,4
0,0,0,0
12,0,0,3
14,0,0,3
10,0,0,3
6,0,0,4
8,0,0,4
9,0,0,4
15,0,42,1
0,0,0,0
6,0,0,3
17,10320,44,1
0,0,0,0
0,0,0,0
6,0,0,4
16,8600,48,1
0,0,0,0
8,2150,39,1
11,0,0,4
11,0,0,3
6,0,30,1
12,4300,12,1
0,0,0,0
16,0,0,4
9,0,0,4
9,25000,40,1
6,0,0,4
0,0,0,0
9,0,0,4
13,0,0,4
0,1290,12,1
6,0,0,4
9,0,0,4
10,0,0,4
10,0,48,1
0,0,0,0
6,6020,77,1
6,0,0,4
9,0,0,4
2,3440,24,1
0,0,0,0
17,16000,40,1
16,0,0,4
6,0,0,4
9,11000,40,1
2,0,0,4
7,0,0,4
0,0,0,0
0,0,0,0
16,0,0,4
6,0,0,4
9,0,0,4
9,4300,50,1
15,0,0,4
12,0,0,4
15,0,0,4
5,0,0,4
3,0,0,4
14,0,0,4
0,0,0,0
6,0,0,4
0,0,0,0
14,14000,40,1
14,0,0,4
9,0,0,4
6,0,0,4
3,3000,42,1
11,0,0,4
16,5160,48,1
18,11600,40,1
9,5160,30,1
9,0,0,4
9,0,0,4
99,0,0,4
4,0,0,4
9,12000,35,1
12,0,0,4
14,0,0,4
12,0,0,4
0,0,0,4
9,6880,40,1
12,6000,24,1
16,14000,40,1
11,0,0,3
9,0,0,4
12,0,0,4
9,0,48,1
6,0,0,4
9,0,0,3
12,5800,48,1
6,4000,36,1
6,7740,24,1
8,0,0,4
17,0,0,4
9,3225,60,1
3,0,0,4
6,0,0,3
15,0,0,4
5,0,0,4
9,0,0,4
9,5160,8,1
12,0,48,1
4,0,0,4
17,10750,30,1
0,0,0,0
12,0,0,4
6,0,0,4
12,10750,47,1
17,10000,25,1
9,0,0,4
14,6020,40,1
12,1935,27,1
13,4300,18,1
12,6000,40,1
9,0,0,4
9,0,0,4
9,0,0,4
10,0,20,1
12,0,0,4
17,0,20,1
6,0,48,1
0,0,0,0
0,0,0,0
12,0,0,4
0,0,0,0
9,12000,30,1
9,0,0,4
12,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,3
18,40000,50,1
0,0,0,4
6,0,0,3
6,0,24,1
7,0,0,4
16,4000,72,1
2,0,0,4
0,0,0,4
9,0,0,4
9,0,0,3
0,0,0,4
9,0,0,4
12,0,0,4
5,0,0,4
6,4300,17,1
9,0,36,1
12,0,48,1
9,0,0,4
15,0,0,4
16,0,27,1
9,0,65,1
13,0,0,4
11,0,0,4
17,18000,46,1
8,0,0,4
15,0,0,4
9,0,0,4
0,0,0,0
12,0,48,1
12,0,20,1
0,0,0,0
15,8400,60,1
12,3225,24,1
3,0,0,4
6,0,0,4
0,0,0,0
6,0,48,1
9,0,14,1
18,13000,54,1
14,0,0,4
0,0,0,0
9,11610,54,1
0,0,20,1
6,0,0,4
9,10000,48,1
9,0,40,1
9,0,0,4
0,0,0,0
6,5160,36,1
7,0,0,3
9,0,0,4
0,0,0,0
2,0,0,4
6,0,0,4
17,0,0,4
9,0,0,4
0,0,0,4
0,0,0,4
12,5375,35,1
0,0,0,0
8,0,0,4
11,15050,48,1
0,0,0,0
13,12900,18,1
3,5160,30,1
9,0,0,3
9,0,0,3
9,0,0,4
2,0,0,4
9,4300,60,1
4,0,0,4
11,0,0,4
9,1500,49,1
10,3010,16,1
9,0,0,4
12,0,0,3
5,0,0,4
0,0,0,0
15,0,0,4
10,0,0,4
12,0,0,3
13,0,0,4
7,0,18,1
12,0,0,4
11,0,0,4
9,0,0,4
17,0,0,4
0,0,0,0
12,0,0,4
11,0,0,4
0,0,0,4
9,0,48,1
9,0,0,4
0,0,0,0
6,0,48,1
0,0,0,0
12,0,0,4
0,0,0,0
0,0,0,0
9,0,0,4
9,0,0,4
11,0,0,4
12,4515,24,1
7,0,0,4
9,0,0,4
14,0,0,4
12,8600,35,1
9,0,61,1
0,0,0,0
16,17200,21,1
16,6000,40,1
0,0,0,0
9,8000,48,1
9,0,0,4
8,0,0,3
6,0,0,4
12,0,0,4
12,0,0,4
6,0,0,4
0,0,0,4
0,0,0,0
9,6450,15,1
5,0,0,4
17,0,0,3
6,4600,7,1
16,0,0,4
12,3440,24,1
16,0,0,4
12,1200,5,1
3,0,0,4
6,0,0,4
13,2150,39,1
12,0,0,4
6,0,0,4
12,5160,27,1
6,0,0,4
0,0,0,0
9,0,0,4
3,0,0,4
0,0,0,0
9,0,0,4
17,0,0,3
12,16000,8,1
14,0,0,4
0,0,0,4
4,0,0,4
0,0,0,0
12,9890,48,1
12,0,0,4
8,0,0,4
0,0,0,0
16,0,0,1
11,0,0,4
9,0,70,1
0,0,0,0
9,0,0,4
0,0,0,4
0,0,0,0
6,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
6,0,0,4
9,0,0,4
0,0,0,0
10,0,0,4
0,0,0,0
18,5160,20,1
6,0,0,4
9,0,0,3
12,3000,58,1
17,0,4,1
16,24000,25,1
9,4429,56,1
0,0,0,0
12,4730,40,1
0,0,0,0
0,0,0,0
4,7500,84,1
7,0,0,4
6,0,0,4
0,0,84,1
8,4730,60,1
9,0,0,4
9,7740,56,1
12,0,48,1
9,19350,54,1
16,0,16,1
0,0,0,0
5,0,0,4
12,0,0,4
15,0,0,4
9,0,0,4
9,9460,55,1
9,0,0,4
7,0,0,4
8,0,0,4
6,4300,30,1
15,7000,30,1
6,0,0,4
17,0,57,1
9,0,0,4
0,0,0,0
17,5400,40,1
9,6020,32,1
0,0,0,0
9,0,0,4
6,0,60,1
10,0,0,3
0,0,0,0
8,0,0,3
0,0,0,0
12,0,0,4
16,9030,44,1
0,0,0,0
6,9460,40,1
6,0,0,4
16,0,40,1
17,10000,40,1
7,7095,45,1
6,0,0,3
9,6020,48,1
9,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
16,3000,21,1
9,0,0,4
0,0,0,0
10,0,0,4
9,17200,80,1
9,0,0,4
0,2150,20,1
0,0,0,0
12,0,0,4
10,0,0,4
0,0,0,0
8,0,0,4
12,12000,48,1
11,0,0,4
10,0,30,1
9,4000,40,1
0,0,0,0
11,0,0,4
9,0,0,4
12,0,0,3
3,1000,48,1
6,4300,36,1
0,0,0,0
0,0,0,0
12,860,2,1
9,0,48,1
0,0,0,0
6,0,0,4
16,13500,55,1
12,8600,60,1
6,6000,48,1
11,0,0,4
3,3440,8,1
0,0,0,0
12,0,0,4
12,0,0,4
6,0,84,1
4,0,0,4
14,0,0,4
6,0,0,4
12,0,24,1
12,9890,60,1
12,0,0,4
0,0,0,4
9,645,10,1
0,0,0,0
9,6223,36,1
12,0,0,4
9,0,0,4
0,0,0,4
6,0,0,4
12,0,0,4
9,0,0,4
0,0,0,0
17,0,40,1
0,2000,56,1
8,0,0,4
9,0,0,4
0,0,0,0
16,0,40,1
3,0,0,4
0,0,0,4
11,0,0,4
99,0,40,1
16,0,0,2
7,0,0,4
17,3000,40,1
0,0,0,4
12,0,0,1
15,7000,48,1
15,3870,21,1
17,0,40,1
9,430,1,1
9,8600,48,1
9,6000,40,1
13,0,0,3
6,1075,5,1
12,6000,45,1
9,0,0,4
6,0,0,4
0,0,0,3
0,0,0,4
0,0,0,4
2,0,0,4
12,0,54,1
7,0,0,4
0,0,0,0
0,0,0,0
12,20000,50,1
17,0,0,3
13,0,0,4
8,0,0,4
7,0,0,4
9,8600,44,1
0,0,0,0
12,3870,24,1
18,0,25,1
11,3440,50,1
12,0,46,1
14,0,60,1
17,6000,28,1
9,0,0,4
16,10000,46,1
9,0,0,4
3,0,0,4
12,0,0,4
6,0,0,4
12,0,0,4
6,0,0,4
12,0,0,3
8,0,21,1
6,0,0,4
0,0,0,0
9,0,0,4
3,0,0,4
9,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,3440,27,1
11,0,0,4
9,0,0,4
9,0,0,4
2,0,0,1
6,0,0,3
6,0,0,4
4,0,0,4
16,0,0,4
17,0,0,4
9,0,0,4
11,0,48,1
0,0,0,0
11,0,0,4
9,5160,60,1
12,0,0,4
6,3870,35,1
9,0,0,3
0,0,0,0
12,7310,48,1
7,0,0,4
11,0,0,4
99,0,0,1
14,0,0,4
3,0,0,4
12,0,40,1
9,0,0,4
10,0,0,4
9,0,0,1
7,0,0,4
12,0,0,4
0,0,0,0
0,0,0,0
6,0,0,4
0,0,0,0
6,0,0,4
6,0,0,4
12,6880,50,1
16,0,0,4
12,0,0,4
9,0,0,4
0,0,0,0
9,0,0,4
0,0,0,3
6,3440,12,1
12,0,0,4
6,0,0,4
6,0,0,4
12,0,0,4
12,0,0,4
5,0,0,4
0,0,0,0
5,0,0,4
12,0,0,4
9,2150,5,1
12,0,0,4
12,0,0,4
12,2000,10,1
9,0,0,4
1,0,0,4
0,0,0,3
6,0,0,4
6,0,0,4
6,0,98,1
12,7310,40,1
14,7095,48,1
9,500,25,1
6,0,60,1
12,0,0,4
12,0,0,4
6,0,24,1
12,3225,30,1
9,5250,56,1
0,0,0,4
12,0,0,4
6,0,0,4
6,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12,0,32,1
17,8170,45,1
0,0,0,4
6,0,0,4
12,9460,50,1
6,0,0,4
6,0,0,3
6,0,0,4
9,2150,32,1
9,0,0,4
9,7224,40,1
0,0,0,0
12,0,0,4
9,4515,50,1
12,0,0,4
12,0,0,4
12,0,0,4
17,12000,40,1
16,1935,15,1
14,0,0,2
9,0,0,4
7,0,8,1
6,7500,56,1
6,0,0,4
0,0,0,0
12,0,0,4
16,0,0,4
0,0,0,4
6,0,0,3
12,0,0,4
0,0,0,0
12,0,60,1
12,0,0,2
0,0,0,4
7,2580,27,1
9,0,0,4
6,0,0,4
0,0,0,4
2,0,0,4
0,0,0,0
0,0,0,0
0,0,0,4
12,6200,48,1
8,0,0,4
7,0,0,4
5,7310,20,1
0,0,0,0
8,0,70,1
9,8600,21,1
17,12900,46,1
3,0,0,4
2,0,0,4
3,0,0,4
9,0,18,1
12,9804,36,1
0,0,0,0
0,0,0,0
9,0,0,4
12,14000,40,1
0,0,0,0
9,0,0,3
12,12900,0,1
9,0,0,1
9,0,0,4
16,11000,35,1
17,0,24,1
0,0,0,0
8,0,0,4
14,0,48,1
9,8600,18,1
0,0,0,0
9,0,0,4
17,0,0,4
12,0,0,4
5,0,0,4
12,0,0,4
4,0,48,1
6,0,0,3
12,0,40,1
0,0,0,3
0,0,0,0
0,0,0,0
7,0,0,4
0,0,0,0
0,0,0,0
17,14000,40,1
7,0,0,4
9,0,0,4
12,0,0,4
6,0,0,4
10,0,0,4
0,0,0,0
3,5375,53,1
6,3440,34,1
9,0,0,4
12,0,0,4
9,0,0,4
4,0,0,4
0,0,0,0
9,0,0,4
9,2580,16,1
16,8000,48,1
17,8200,40,1
12,0,0,4
9,0,0,4
0,0,0,0
3,0,0,4
6,0,0,4
0,0,0,0
8,3000,12,1
9,0,0,4
6,0,0,4
16,0,60,1
0,0,0,0
11,750,13,1
0,0,0,0
12,3440,8,1
0,0,0,0
6,7310,50,1
8,0,0,4
9,0,0,4
5,0,28,1
17,0,60,1
16,0,0,4
10,0,0,3
17,0,60,1
0,0,0,0
12,2500,6,1
0,0,0,0
11,0,0,4
9,100,50,1
9,0,0,4
6,0,0,4
0,0,0,4
17,0,28,1
0,0,0,4
12,0,0,4
6,5000,12,1
6,0,0,4
9,0,54,1
0,0,0,0
17,0,40,1
0,0,0,0
9,0,0,4
5,0,0,2
12,10750,51,1
12,0,0,4
17,0,0,4
0,0,0,0
9,9030,40,1
17,0,40,1
17,4800,0,1
16,0,0,4
6,6450,63,1
9,10750,50,1
4,0,0,4
6,2365,16,1
16,0,40,1
6,1290,8,1
13,0,0,4
6,0,0,4
6,8600,25,1
2,0,0,4
9,0,40,1
3,3010,9,1
12,5590,40,1
12,0,45,1
6,0,0,4
14,0,0,4
0,0,0,0
16,0,0,2
0,0,0,0
12,0,0,4
12,6450,0,1
7,0,0,4
9,3010,25,1
6,0,0,4
0,0,0,0
18,0,22,1
9,0,0,4
10,0,0,4
12,0,0,4
11,0,0,4
18,0,0,1
8,5160,40,1
0,0,0,0
10,0,0,4
9,7310,48,1
14,5160,48,1
12,4500,70,1
9,0,35,1
16,6000,30,1
11,0,0,4
2,0,0,4
9,0,0,3
6,0,0,4
15,0,0,4
0,0,0,0
0,0,0,0
6,1290,5,1
9,0,0,4
13,8000,48,1
12,0,0,4
6,0,0,4
0,0,14,1
1,0,0,4
17,12000,25,1
9,0,0,4
7,0,0,4
0,0,0,3
16,0,0,4
9,0,0,4
17,0,36,1
0,0,0,4
9,0,0,4
17,7525,48,1
0,0,0,0
9,0,0,4
9,0,0,4
6,0,0,4
0,0,0,0
9,3440,25,1
17,0,0,4
6,0,0,4
17,0,40,1
9,9675,40,1
4,0,0,4
16,3000,15,1
8,0,0,4
6,12000,0,1
0,0,0,0
9,8600,48,1
17,0,0,4
